Order No,Order Date,Customer Name,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount Percentage,Discount Dollar,Order Total,Shipping Cost,Total
6250-1,2015/02/09,Giulietta Baptist,Sydney,NSW,Corporate,Tina Carlton,High,"210 Trimline Phone, White",Technology,Medium Box,Regular Air,2015/05/09,9.91,15.99,6.08,24,383.76,0.01,3.8376,379.9224,11.28,368.6424
6251-1,2015/12/08,Grant Carroll,Sydney,NSW,Corporate,Aanya Zhang,Medium,Artisan Hole Reinforcements,Technology,Small Box,Regular Air,2015/08/15,3.99,6.23,2.24,16,99.68,0.1,9.968,89.712,6.97,82.742
6252-1,2016/03/04,Christina Vanderzanden,Sydney,NSW,Consumer,Tina Carlton,High,Bagged Rubber Bands,Office Supplies,Wrap Bag,Regular Air,2016/03/04,0.24,1.26,1.02,27,34.02,0.07,2.3814,31.6386,0.7,30.9386
6252-1,2016/12/01,Dave Hallsten,Sydney,NSW,Small Business,Charlie Bui,Not Specified,Artisan 48 Labels,Office Supplies,Wrap Bag,Express Air,2016/01/14,3.84,6.3,2.46,34,214.2,0.07,14.994,199.206,0.5,198.706
6252-1,2016/12/11,Dan Campbell,Sydney,NSW,Consumer,Leighton Forrest,Medium,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2016/12/11,2.5,5.68,3.18,37,210.16,0.09,18.9144,191.2456,3.6,187.6456
6252-1,2016/04/24,Shahid Collister,Sydney,NSW,Corporate,Phoebe Gour,Critical,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2016/04/26,2.5,5.68,3.18,42,238.56,0.07,16.6992,221.8608,3.6,218.2608
6253-1,2016/02/07,Rick Hansen,Sydney,NSW,Corporate,Nicholas Fernandes,Critical,EcoTones Memo Sheets,Office Supplies,Small Box,Regular Air,2016/03/07,2.52,4,1.48,19,76,0.04,3.04,72.96,1.3,71.66
6253-1,2016/10/22,Parrick Blostek,Sydney,NSW,Corporate,Phoebe Gour,High,Alto 3-Hole Punch,Technology,Small Box,Regular Air,2016/10/23,2.76,4.38,1.62,20,87.6,0.04,3.504,84.096,6.21,77.886
6254-1,2015/04/25,Peter McVee,Melbourne,VIC,Corporate,Connor Betts,Low,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Regular Air,2015/04/27,21.56,36.55,14.99,50,1827.5,0.08,146.2,1681.3,13.89,1667.41
6254-1,2016/09/22,Richard Bierner,Melbourne,VIC,Home Office,Connor Betts,Critical,TechSavi Cordless Navigator Duo,Technology,Medium Box,Regular Air,2016/09/23,42.11,80.98,38.87,8,647.84,0.09,58.3056,589.5344,7.18,582.3544
6254-1,2016/02/19,Roy Skaria,Sydney,NSW,Small Business,Samantha Chairs,Not Specified,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,2016/02/19,5.19,12.98,7.79,25,324.5,0.03,9.735,314.765,3.14,311.625
6254-1,2015/07/30,Dennis Bolton,Sydney,NSW,Corporate,Leighton Forrest,Not Specified,Apex Straight Scissors,Office Supplies,Wrap Bag,Regular Air,2015/07/31,5.19,12.98,7.79,15,194.7,0.03,5.841,188.859,3.14,185.719
6255-1,2015/12/25,Art Miller,Sydney,NSW,Home Office,Leighton Forrest,Critical,"Artisan Flip-Chart Easel Binder, Black",Technology,Small Box,Regular Air,2016/01/01,13.88,22.38,8.5,9,201.42,0.09,18.1278,183.2922,15.1,168.1922
6255-1,2016/08/20,Ed Ludwig,Melbourne,VIC,Corporate,Yvette Biti,Critical,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2016/08/25,1.53,2.78,1.25,23,63.94,0.02,1.2788,62.6612,1.34,61.3212
6255-1,2015/09/29,Michael Oakman,Melbourne,VIC,Home Office,Connor Betts,Low,3Max Organizer Strips,Office Supplies,Wrap Bag,Regular Air,2015/09/30,3.4,5.4,2,39,210.6,0.01,2.106,208.494,7.78,200.714
6255-1,2016/12/03,Giulietta Weimer,Sydney,NSW,Consumer,Natasha Song,Low,Steady Pocket Accent Highlighters,Technology,Small Box,Regular Air,2016/03/13,0.93,1.6,0.67,35,56,0.05,2.8,53.2,1.29,51.91
6255-1,2016/07/17,Kean Thornton,Sydney,NSW,Small Business,Natasha Song,Medium,Steady Pocket Accent Highlighters,Office Supplies,Small Box,Regular Air,2016/07/18,0.93,1.6,0.67,28,44.8,0.01,0.448,44.352,1.29,43.062
6255-1,2017/02/02,Cindy Chapman,Sydney,NSW,Consumer,Tina Carlton,Not Specified,Office Shears by Apex,Office Supplies,Wrap Bag,Regular Air,2017/04/02,0.94,2.08,1.14,32,66.56,0.01,0.6656,65.8944,2.56,63.3344
6256-1,2016/04/23,Thomas Thornton,Melbourne,VIC,Small Business,Yvette Biti,Low,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,2016/04/24,1.53,2.78,1.25,4,11.12,0.09,1.0008,10.1192,1.34,8.7792
6256-1,2015/05/20,Alan Shonely,Sydney,NSW,Home Office,Nicholas Fernandes,Critical,"Wirebound Message Book, 4 per Page",Office Supplies,Wrap Bag,Regular Air,2015/05/21,3.48,5.43,1.95,43,233.49,0.01,2.3349,231.1551,0.95,230.2051
6256-1,2015/09/29,Michael Oakman,Melbourne,VIC,Small Business,Connor Betts,High,Alto Memo Cubes,Office Supplies,Wrap Bag,Regular Air,2015/09/30,3.32,5.18,1.86,41,212.38,0.02,4.2476,208.1324,2.04,206.0924
6256-1,2017/03/02,Alex Russell,Melbourne,VIC,Corporate,Connor Betts,High,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,2017/05/02,6.39,19.98,13.59,23,459.54,0.02,9.1908,450.3492,4,446.3492
6257-1,2016/05/21,Eric Barreto,Sydney,NSW,Home Office,Phoebe Gour,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,2016/05/21,13.88,22.38,8.5,32,716.16,0.09,64.4544,651.7056,15.1,636.6056
6258-1,2015/07/02,Carlos Soltero,Sydney,NSW,Small Business,Charlie Bui,Medium,"Steady Colorific Colored Pencils, 12/Box",Office Supplies,Small Box,Regular Air,2015/02/18,1.3,2.88,1.58,24,69.12,0.06,4.1472,64.9728,1.01,63.9628
6258-1,2016/11/04,Barry Weirich,Sydney,NSW,Small Business,Charlie Bui,Low,Artisan Hole Reinforcements,Office Supplies,Small Box,Regular Air,2016/04/13,3.99,6.23,2.24,5,31.15,0.04,1.246,29.904,6.97,22.934
6258-1,2013/12/16,Henry Goldwyn,Melbourne,VIC,Home Office,Yvette Biti,Low,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,2013/12/19,278.99,449.99,171,45,20249.55,0.05,1012.4775,19237.0725,49,19188.0725
6258-1,2016/06/20,Clay Ludtke,Sydney,NSW,Corporate,Nicholas Fernandes,Low,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2016/06/21,2.45,3.89,1.44,39,151.71,0.1,15.171,136.539,7.01,129.529
6258-1,2015/12/08,Grant Carroll,Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,2015/08/15,3.84,6.3,2.46,2,12.6,0.07,0.882,11.718,0.5,11.218
6259-1,2013/10/08,Edward Hooks,Melbourne,VIC,Corporate,Connor Betts,High,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,2013/12/08,4.53,7.3,2.77,23,167.9,0.02,3.358,164.542,7.72,156.822
6259-1,2015/12/19,Olvera Toch,Melbourne,VIC,Small Business,Yvette Biti,Critical,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,2015/12/21,5.19,12.98,7.79,18,233.64,0.02,4.6728,228.9672,3.14,225.8272
6260-1,2015/01/31,Carl Ludwig,Melbourne,VIC,Corporate,Yvette Biti,Low,Aluminum Document Frame,Office Supplies,Small Box,Express Air,2015/02/02,5.5,12.22,6.72,34,415.48,0.06,24.9288,390.5512,2.85,387.7012
6260-1,2016/11/04,Berenike Kampe,Melbourne,VIC,Home Office,Connor Betts,Not Specified,Colored Push Pins,Technology,Jumbo Drum,Delivery Truck,2016/11/04,0.92,1.81,0.89,3,5.43,0.06,0.3258,5.1042,1.56,3.5442
6260-1,2016/11/04,Berenike Kampe,Melbourne,VIC,Corporate,Connor Betts,Critical,Colored Push Pins,Office Supplies,Wrap Bag,Regular Air,2016/11/04,0.92,1.81,0.89,27,48.87,0.1,4.887,43.983,1.56,42.423
6260-1,2016/11/04,Corey Lock,Sydney,NSW,Consumer,Nicholas Fernandes,High,Colored Push Pins,Office Supplies,Small Box,Regular Air,2016/12/04,0.92,1.81,0.89,9,16.29,0,0,16.29,1.56,14.73
6260-1,2016/11/04,Berenike Kampe,Melbourne,VIC,Consumer,Connor Betts,Critical,Colored Envelopes,Technology,Small Box,Regular Air,2016/11/04,2.25,3.69,1.44,21,77.49,0.08,6.1992,71.2908,2.5,68.7908
6260-1,2016/11/04,Berenike Kampe,Melbourne,VIC,Corporate,Connor Betts,High,Colored Push Pins,Technology,Jumbo Drum,Delivery Truck,2016/11/04,0.92,1.81,0.89,15,27.15,0.04,1.086,26.064,1.56,24.504
6260-1,2016/02/29,Bill Donatelli,Sydney,NSW,Corporate,Phoebe Gour,High,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,2016/02/29,4.79,11.97,7.18,24,287.28,0.07,20.1096,267.1704,5.81,261.3604
6260-1,2016/04/09,Darrin Martin,Melbourne,VIC,Small Business,Yvette Biti,Low,Colored Push Pins,Office Supplies,Wrap Bag,Regular Air,2016/06/09,0.92,1.81,0.89,4,7.24,0.09,0.6516,6.5884,1.56,5.0284
6260-1,2016/11/04,Berenike Kampe,Melbourne,VIC,Home Office,Connor Betts,Not Specified,Colored Push Pins,Office Supplies,Wrap Bag,Express Air,2016/11/04,0.92,1.81,0.89,39,70.59,0.08,5.6472,64.9428,1.56,63.3828
6260-1,2016/05/15,Lany Sayre,Melbourne,VIC,Consumer,Yvette Biti,Critical,Fluorescent Highlighters by DrawIt,Office Supplies,Wrap Bag,Regular Air,2016/05/16,1.95,3.98,2.03,42,167.16,0.07,11.7012,155.4588,0.83,154.6288
6260-1,2016/11/26,Laurel Elliston,Sydney,NSW,Home Office,Charlie Bui,High,Assorted Color Push Pins,Office Supplies,Wrap Bag,Regular Air,2016/11/28,0.87,1.81,0.94,12,21.72,0.1,2.172,19.548,0.75,18.798
6260-1,2016/11/04,Berenike Kampe,Melbourne,VIC,Home Office,Connor Betts,Not Specified,Colored Push Pins,Technology,Jumbo Drum,Delivery Truck,2016/11/04,0.92,1.81,0.89,4,7.24,0.07,0.5068,6.7332,1.56,5.1732
6260-1,2016/10/22,Patrick Jones,Melbourne,VIC,Consumer,Yvette Biti,Low,Security-Tint Envelopes,Office Supplies,Wrap Bag,Regular Air,2016/10/23,4.89,7.64,2.75,43,328.52,0.03,9.8556,318.6644,1.39,317.2744
6260-1,2016/11/04,Berenike Kampe,Melbourne,VIC,Home Office,Connor Betts,Not Specified,Colored Push Pins,Furniture,Large Box,Regular Air,2016/11/04,0.92,1.81,0.89,7,12.67,0.02,0.2534,12.4166,1.56,10.8566
6260-1,2016/01/28,Bill Donatelli,Sydney,NSW,Home Office,Phoebe Gour,Not Specified,Laser DVD-RAM discs,Office Supplies,Small Box,Regular Air,2016/01/29,20.18,35.41,15.23,18,637.38,0.09,57.3642,580.0158,1.99,578.0258
6260-1,2017/01/19,Luke Weiss,Sydney,NSW,Corporate,Natasha Song,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,2017/01/21,13.88,22.38,8.5,40,895.2,0,0,895.2,15.1,880.1
6261-1,2016/09/20,Ashley Jarboe,Melbourne,VIC,Consumer,Connor Betts,Low,Beekin 105-Key Black Keyboard,Office Supplies,Wrap Bag,Regular Air,2016/09/20,6.39,19.98,13.59,34,679.32,0.03,20.3796,658.9404,4,654.9404
6261-1,2016/05/07,Denise Monton,Sydney,NSW,Home Office,Samantha Chairs,Critical,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,2016/07/07,1.53,2.78,1.25,41,113.98,0.1,11.398,102.582,1.34,101.242
6262-1,2015/08/08,Tanja Norvell,Melbourne,VIC,Small Business,Yvette Biti,High,Apex Preferred Stainless Steel Scissors,Technology,Small Pack,Regular Air,2015/09/08,2.5,5.68,3.18,18,102.24,0.03,3.0672,99.1728,3.6,95.5728
6262-1,2015/10/01,Joy Smith,Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2015/10/01,2.5,5.68,3.18,34,193.12,0.07,13.5184,179.6016,3.6,176.0016
6263-1,2016/01/17,Chacky Karkston,Sydney,NSW,Home Office,Samantha Chairs,Low,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,2016/01/20,278.99,449.99,171,43,19349.57,0.01,193.4957,19156.0743,49,19107.0743
6263-1,2014/07/17,Eric Barreto,Sydney,NSW,Consumer,Phoebe Gour,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2014/07/18,2.5,5.68,3.18,14,79.52,0.02,1.5904,77.9296,3.6,74.3296
6264-1,2016/03/17,Monica Federle,Sydney,NSW,Consumer,Charlie Bui,High,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Technology,Large Box,Regular Air,2016/03/20,4.48,8.14,3.66,49,398.86,0.06,23.9316,374.9284,3.12,371.8084
6264-1,2016/12/03,Andrew Allen,Sydney,NSW,Corporate,Samantha Chairs,Medium,Artisan 487 Labels,Office Supplies,Wrap Bag,Express Air,2016/03/17,2.29,3.69,1.4,6,22.14,0.01,0.2214,21.9186,0.5,21.4186
6264-1,2016/03/02,Darrin Martin,Melbourne,VIC,Home Office,Yvette Biti,High,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Technology,Small Pack,Regular Air,2016/05/02,1.05,1.95,0.9,30,58.5,0.08,4.68,53.82,1.63,52.19
6264-1,2016/10/12,Cindy Chapman,Sydney,NSW,Corporate,Tina Carlton,High,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,2016/12/12,5.19,12.98,7.79,26,337.48,0.08,26.9984,310.4816,3.14,307.3416
6264-1,2016/04/17,Darrin Sayre,Sydney,NSW,Small Business,Phoebe Gour,Medium,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Technology,Small Box,Regular Air,2016/04/19,2.16,3.85,1.69,37,142.45,0.01,1.4245,141.0255,0.7,140.3255
6265-1,2016/05/07,Denise Monton,Sydney,NSW,Small Business,Samantha Chairs,High,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,2016/07/07,1.53,2.78,1.25,22,61.16,0.04,2.4464,58.7136,1.34,57.3736
6265-1,2016/06/14,Vivek Grady,Melbourne,VIC,Home Office,Connor Betts,Medium,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Wrap Bag,Regular Air,2016/06/14,1.87,8.12,6.25,30,243.6,0.04,9.744,233.856,2.83,231.026
6265-1,2015/05/29,Cindy Schnelling,Melbourne,VIC,Corporate,Connor Betts,Not Specified,PastelOcean Color Pencil Set,Technology,Small Box,Regular Air,2015/05/31,11.11,19.84,8.73,7,138.88,0.08,11.1104,127.7696,4.1,123.6696
6266-1,2016/03/12,Anthony Rawles,Sydney,NSW,Corporate,Mihael Khan,Medium,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,2016/05/12,3.52,5.68,2.16,48,272.64,0.1,27.264,245.376,1.39,243.986
6266-1,2016/07/07,Thea Hendricks,Melbourne,VIC,Corporate,Connor Betts,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Small Pack,Regular Air,2016/08/07,1.18,1.88,0.7,7,13.16,0.05,0.658,12.502,1.49,11.012
6266-1,2015/06/03,Trudy Brown,Melbourne,VIC,Corporate,Connor Betts,Medium,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Small Box,Regular Air,2015/07/03,56.16,136.98,80.82,30,4109.4,0.01,41.094,4068.306,24.49,4043.816
6266-2,2016/04/18,Don Weiss,Sydney,NSW,Small Business,Aanya Zhang,High,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,2016/04/20,0.93,1.48,0.55,43,63.64,0,0,63.64,0.7,62.94
6266-2,2016/04/18,Don Weiss,Sydney,NSW,Home Office,Aanya Zhang,High,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,2016/04/19,0.93,1.48,0.55,23,34.04,0.1,3.404,30.636,0.7,29.936
6266-2,2016/06/03,Robert Marley,Sydney,NSW,Corporate,Preston Senome,Medium,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,2016/07/03,0.93,1.48,0.55,4,5.92,0.05,0.296,5.624,0.7,4.924
6270-1,2016/12/11,Monica Federle,Sydney,NSW,Corporate,Charlie Bui,High,Artisan 471 Labels,Office Supplies,Small Pack,Express Air,2016/11/14,1.84,2.88,1.04,23,66.24,0.06,3.9744,62.2656,0.99,61.2756
6270-1,2016/05/18,Frank Price,Melbourne,VIC,Corporate,Connor Betts,Medium,PastelOcean Color Pencil Set,Technology,Small Box,Regular Air,2016/05/20,11.11,19.84,8.73,34,674.56,0.07,47.2192,627.3408,4.1,623.2408
6270-1,2016/06/15,Arthur Prichep,Sydney,NSW,Consumer,Phoebe Gour,Medium,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,2016/06/17,2.26,3.58,1.32,34,121.72,0.07,8.5204,113.1996,5.47,107.7296
6270-1,2015/05/07,Larry Tron,Sydney,NSW,Home Office,Tina Carlton,Critical,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Express Air,2015/07/07,2.5,5.68,3.18,10,56.8,0.1,5.68,51.12,3.6,47.52
6270-1,2016/08/17,Pete Armstrong,Melbourne,VIC,Small Business,Connor Betts,Medium,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,2016/08/18,1.18,1.88,0.7,2,3.76,0.01,0.0376,3.7224,1.49,2.2324
6271-1,2016/09/28,Troy Staebel,Sydney,NSW,Corporate,Aanya Zhang,Low,Laser DVD-RAM discs,Technology,Small Box,Regular Air,2016/09/30,20.18,35.41,15.23,29,1026.89,0.03,30.8067,996.0833,1.99,994.0933
6272-1,2016/04/13,Denny Joy,Melbourne,VIC,Corporate,Connor Betts,Not Specified,Smiths Gold Paper Clips,Office Supplies,Small Pack,Regular Air,2016/04/15,1.82,2.98,1.16,6,17.88,0.01,0.1788,17.7012,1.58,16.1212
6272-1,2017/10/01,Dave Hallsten,Sydney,NSW,Consumer,Charlie Bui,High,Smiths Gold Paper Clips,Office Supplies,Wrap Bag,Regular Air,2017/11/01,1.82,2.98,1.16,24,71.52,0.04,2.8608,68.6592,1.58,67.0792
6272-1,2016/01/19,Tamara Willingham,Sydney,NSW,Consumer,Phoebe Gour,High,Smiths General Use 3-Ring Binders,Technology,Small Box,Regular Air,2016/01/19,1.18,1.88,0.7,14,26.32,0.02,0.5264,25.7936,1.49,24.3036
6273-1,2016/04/24,Shahid Collister,Sydney,NSW,Small Business,Phoebe Gour,Critical,Self-Adhesive Ring Binder Labels,Office Supplies,Wrap Bag,Regular Air,2016/04/26,2.18,3.52,1.34,21,73.92,0.05,3.696,70.224,6.83,63.394
6273-1,2016/04/24,Shahid Collister,Sydney,NSW,Small Business,Phoebe Gour,Low,Self-Adhesive Ring Binder Labels,Furniture,Small Pack,Regular Air,2016/04/26,2.18,3.52,1.34,8,28.16,0,0,28.16,6.83,21.33
6274-1,2016/03/21,Deanra Eno,Melbourne,VIC,Home Office,Connor Betts,Low,Apex Preferred Stainless Steel Scissors,Technology,Large Box,Regular Air,2016/03/22,2.5,5.68,3.18,16,90.88,0,0,90.88,3.6,87.28
6275-1,2016/11/08,Dennis Bolton,Sydney,NSW,Home Office,Leighton Forrest,Low,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,2016/08/13,1.53,2.78,1.25,31,86.18,0.07,6.0326,80.1474,1.34,78.8074
6276-1,2016/04/27,Valerie Takahito,Melbourne,VIC,Small Business,Connor Betts,Not Specified,TechSavi Access Keyboard,Office Supplies,Small Pack,Regular Air,2016/04/28,10.07,15.98,5.91,33,527.34,0.05,26.367,500.973,4,496.973
6276-1,2016/04/27,Valerie Takahito,Melbourne,VIC,Consumer,Yvette Biti,Medium,Colored Envelopes,Office Supplies,Wrap Bag,Express Air,2016/04/28,2.25,3.69,1.44,38,140.22,0.03,4.2066,136.0134,2.5,133.5134
6276-1,2016/04/27,Valerie Takahito,Melbourne,VIC,Small Business,Yvette Biti,Not Specified,Colored Envelopes,Office Supplies,Wrap Bag,Regular Air,2016/04/28,2.25,3.69,1.44,18,66.42,0.02,1.3284,65.0916,2.5,62.5916
6278-1,2016/01/05,Sally Knutson,Sydney,NSW,Small Business,Mihael Khan,Critical,Artisan Hi-Liter Smear-Safe Highlighters,Technology,Small Pack,Regular Air,2016/03/05,2.98,5.84,2.86,45,262.8,0.08,21.024,241.776,0.83,240.946
6278-1,2016/01/05,Sally Knutson,Sydney,NSW,Consumer,Mihael Khan,High,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,2016/03/05,3.65,5.98,2.33,32,191.36,0.08,15.3088,176.0512,1.49,174.5612
6278-1,2015/08/11,Jamie Kunitz,Sydney,NSW,Corporate,Phoebe Gour,High,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2015/10/11,1.53,2.78,1.25,10,27.8,0.04,1.112,26.688,1.34,25.348
6278-1,2016/02/05,Greg Hansen,Melbourne,VIC,Small Business,Yvette Biti,Low,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Wrap Bag,Regular Air,2016/03/05,1.76,3.38,1.62,47,158.86,0.07,11.1202,147.7398,0.85,146.8898
6278-1,2017/01/19,Laurel Workman,Sydney,NSW,Corporate,Leighton Forrest,Low,"Smiths Premium Bright 1-Road , Risk Park",Office Supplies,Small Box,Regular Air,2017/01/21,14.88,44.97,30.09,10,449.7,0.09,40.473,409.227,8.99,400.237
6279-1,2016/12/04,Vilek Mes,Sydney,NSW,Small Business,Tina Carlton,Medium,Apex Box Cutter Scissors,Office Supplies,Small Box,Regular Air,2016/04/21,4.19,10.23,6.04,1,10.23,0,0,10.23,4.68,5.55
6279-1,2016/10/31,George Zrebassa,Sydney,NSW,Home Office,Mihael Khan,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2016/03/11,2.5,5.68,3.18,22,124.96,0.07,8.7472,116.2128,3.6,112.6128
6279-1,2016/03/11,Victoria Pisteka,Sydney,NSW,Corporate,Natasha Song,Not Specified,Pizazz Colored Pencils,Office Supplies,Wrap Bag,Regular Air,2016/02/11,1.76,2.94,1.18,23,67.62,0.05,3.381,64.239,0.81,63.429
6280-1,2016/03/04,Thea Hudgings,Melbourne,VIC,Small Business,Connor Betts,Low,Aluminum Document Frame,Office Supplies,Wrap Bag,Express Air,2016/11/04,5.5,12.22,6.72,40,488.8,0.04,19.552,469.248,2.85,466.398
6280-1,2016/05/05,Shaun Weien,Sydney,NSW,Home Office,Aanya Zhang,Critical,Binder Posts,Technology,Medium Box,Express Air,2016/07/05,3.5,5.74,2.24,8,45.92,0.09,4.1328,41.7872,5.01,36.7772
6280-1,2016/07/24,Christopher Conant,Melbourne,VIC,Home Office,Yvette Biti,High,Artisan Printable Repositionable Plastic Tabs,Technology,Small Box,Regular Air,2016/07/26,5.33,8.6,3.27,29,249.4,0.06,14.964,234.436,6.19,228.246
6280-1,2016/09/05,Cindy Stewart,Sydney,NSW,Small Business,Leighton Forrest,High,"24 Capacity Maxi Data Binder Racks, Pearl",Office Supplies,Wrap Bag,Regular Air,2016/11/05,84.22,210.55,126.33,7,1473.85,0.02,29.477,1444.373,9.99,1434.383
6280-1,2016/08/12,Amy Hunt,Melbourne,VIC,Corporate,Yvette Biti,Medium,12 Colored Short Pencils,Technology,Large Box,Regular Air,2016/10/12,1.09,2.6,1.51,41,106.6,0.07,7.462,99.138,2.4,96.738
6280-1,2016/08/18,Vivek Grady,Melbourne,VIC,Consumer,Connor Betts,High,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,2016/08/22,0.93,1.48,0.55,50,74,0.07,5.18,68.82,0.7,68.12
6280-1,2016/12/01,Dave Hallsten,Sydney,NSW,Small Business,Charlie Bui,Not Specified,Aluminum Document Frame,Technology,Small Box,Regular Air,2016/01/14,5.5,12.22,6.72,47,574.34,0.06,34.4604,539.8796,2.85,537.0296
6280-1,2015/09/17,Jename Hans,Melbourne,VIC,Consumer,Connor Betts,Low,HFX LaserJet 3310 Copier,Technology,Small Box,Regular Air,2015/09/18,377.99,599.99,222,35,20999.65,0.05,1049.9825,19949.6675,24.49,19925.1775
6280-1,2016/09/13,Brooke Gillingham,Sydney,NSW,Small Business,Aanya Zhang,Not Specified,"24 Capacity Maxi Data Binder Racks, Pearl",Office Supplies,Small Box,Regular Air,2016/09/16,84.22,210.55,126.33,24,5053.2,0.02,101.064,4952.136,9.99,4942.146
6280-2,2016/02/05,Yara Bernen,Sydney,NSW,Corporate,Tina Carlton,Medium,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Small Box,Regular Air,2016/03/05,2.98,5.84,2.86,17,99.28,0.02,1.9856,97.2944,0.83,96.4644
6280-2,2016/02/05,Greg Hansen,Melbourne,VIC,Corporate,Yvette Biti,High,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,2016/03/05,3.65,5.98,2.33,39,233.22,0.06,13.9932,219.2268,1.49,217.7368
6280-2,2016/11/14,Alan Barnes,Sydney,NSW,Consumer,Natasha Song,Medium,Artisan Poly Binder Pockets,Technology,Jumbo Drum,Delivery Truck,2016/11/15,2.26,3.58,1.32,46,164.68,0.07,11.5276,153.1524,5.47,147.6824
6280-2,2016/02/05,Greg Hansen,Melbourne,VIC,Consumer,Yvette Biti,Low,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,2016/03/05,2.26,3.58,1.32,8,28.64,0.05,1.432,27.208,5.47,21.738
6280-2,2016/02/05,Greg Hansen,Melbourne,VIC,Corporate,Yvette Biti,Medium,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,2016/04/05,5.19,12.98,7.79,25,324.5,0.04,12.98,311.52,3.14,308.38
6281-1,2016/03/02,Darrin Martin,Melbourne,VIC,Corporate,Yvette Biti,Critical,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,2016/05/02,13.88,22.38,8.5,39,872.82,0.08,69.8256,802.9944,15.1,787.8944
6282-1,2013/10/21,Amy Cox,Sydney,NSW,Corporate,Aanya Zhang,High,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2013/10/23,1.18,1.88,0.7,43,80.84,0.09,7.2756,73.5644,1.49,72.0744
6282-1,2016/10/02,Roy Skaria,Sydney,NSW,Home Office,Samantha Chairs,High,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,2016/11/02,1.84,2.88,1.04,29,83.52,0.03,2.5056,81.0144,0.99,80.0244
